location_id,activity_date,revenue_amount
SK1,2024-01-11,77.93
SK1,2024-01-02,150.97
SK1,2024-01-12,184.32
SK1,2024-01-18,185.98
SK1,2024-01-08,47.93
SK1,2024-01-18,28.17
SK1,2024-01-24,40.44
SK1,2024-01-16,110.62
SK1,2024-01-09,89.62
SK1,2024-01-15,173.8
SK1,2024-01-08,230.1
SK1,2024-01-29,209.55
SK1,2024-01-24,206.02
SK1,2024-01-19,117.31
SK1,2024-01-03,85.01
SK1,2024-01-02,40.95
SK1,2024-01-24,161.26
SK1,2024-01-29,29.78
SK1,2024-01-17,245.17
SK1,2024-01-03,87.75
SK1,2024-01-21,188.57
SK1,2024-01-14,103.18
SK1,2024-01-06,237.84
SK1,2024-01-09,181.79
SK1,2024-01-24,221.32
SK1,2024-01-27,228.52
SK1,2024-01-04,199.44
SK1,2024-01-19,68.94
SK1,2024-01-10,155.82
SK1,2024-01-18,214.29
SK1,2024-01-08,175.09
SK1,2024-01-02,96.69
SK1,2024-01-16,57.73
SK1,2024-01-30,112.05
SK1,2024-01-24,173.77
SK1,2024-01-06,72.83
SK1,2024-01-22,16.21
SK1,2024-01-13,227.89
SK1,2024-01-22,74.8
SK1,2024-01-01,104.76
SK1,2024-01-01,196.6
SK1,2024-01-22,36.79
SK1,2024-01-09,118.3
SK1,2024-01-26,244.09
SK1,2024-01-11,28.8
SK1,2024-01-08,9.43
SK1,2024-01-11,59.16
SK1,2024-01-20,75.52
SK1,2024-01-23,154.28
SK1,2024-01-15,149.04
SK1,2024-01-21,150.83
SK1,2024-01-18,100.31
SK1,2024-01-30,141.63
SK1,2024-01-11,88.45
SK1,2024-01-12,206.54
SK1,2024-01-05,118.18
SK1,2024-01-24,127.25
SK1,2024-01-18,175.94
SK1,2024-01-22,100.57
SK1,2024-01-13,12.91
SK1,2024-01-28,144.97
SK1,2024-01-03,159.69
SK1,2024-01-18,246.31
SK1,2024-01-03,55.85
SK1,2024-01-17,95.45
SK1,2024-01-10,188.96
SK1,2024-01-15,170.25
SK1,2024-01-01,43.2
SK1,2024-01-19,45.85
SK1,2024-01-12,143.4
SK1,2024-01-14,248.98
SK1,2024-01-01,189.09
SK1,2024-01-10,141.33
SK1,2024-01-16,247.47
SK1,2024-01-13,230.69
SK1,2024-01-05,97.72
SK1,2024-01-28,35.26
SK1,2024-01-13,58.48
SK1,2024-01-04,144.83
SK1,2024-01-06,216.9
SK1,2024-01-25,195.49
SK1,2024-01-24,244.83
SK1,2024-01-18,105.09
SK1,2024-01-25,58.35
SK1,2024-01-29,151.82
SK1,2024-01-11,193.77
SK1,2024-01-21,30.88
SK1,2024-01-29,173.28
SK1,2024-01-21,191.63
SK1,2024-01-11,128.06
SK1,2024-01-18,101.08
SK1,2024-01-28,103.97
SK1,2024-01-25,118.66
SK1,2024-01-27,231.51
SK1,2024-01-06,231.36
SK1,2024-01-06,103.01
SK1,2024-01-01,135.5
SK1,2024-01-11,191.92
SK1,2024-01-21,47.21
SK1,2024-01-30,29.09
SK1,2024-01-19,165.01
SK1,2024-01-14,105.52
SK1,2024-01-21,12.12
SK1,2024-01-08,38.95
SK1,2024-01-20,128.32
SK1,2024-01-03,151.89
SK1,2024-01-24,105.15
SK1,2024-01-01,84.63
SK1,2024-01-08,45.78
SK1,2024-01-21,120.62
SK1,2024-01-03,238.2
SK1,2024-01-01,187.03
SK1,2024-01-29,198.52
SK1,2024-01-13,140.25
SK1,2024-01-28,52.29
SK1,2024-01-30,44.54
SK1,2024-01-12,182.15
SK1,2024-01-08,47.93
SK1,2024-01-30,179.63
SK1,2024-01-07,84.07
SK1,2024-01-10,20.88
SK1,2024-01-01,55.72
SK1,2024-01-15,117.5
SK1,2024-01-22,152.8
SK1,2024-01-08,200.2
SK1,2024-01-15,127.55
SK1,2024-01-04,201.9
SK1,2024-01-27,86.16
SK1,2024-01-30,227.68
SK1,2024-01-08,118.24
SK1,2024-01-03,6.69
SK1,2024-01-02,172.1
SK1,2024-01-14,217.43
SK1,2024-01-16,216.23
SK1,2024-01-03,196.85
SK1,2024-01-09,221.42
SK1,2024-01-18,34.64
SK1,2024-01-25,153.71
SK1,2024-01-18,180.12
SK1,2024-01-15,122.8
SK1,2024-01-24,19.65
SK1,2024-01-26,102.61
SK1,2024-01-27,182.66
SK1,2024-01-02,94.03
SK1,2024-01-23,232.21
SK1,2024-01-21,164.16
SK1,2024-01-14,197.92
SK1,2024-01-04,40.77
SK1,2024-01-09,190.7
SK1,2024-01-19,189.63
SK1,2024-01-04,181.89
SK1,2024-01-12,106.16
SK1,2024-01-11,39.78
SK1,2024-01-08,199.91
SK1,2024-01-07,69.8
SK1,2024-01-11,162.3
SK1,2024-01-03,117.27
SK1,2024-01-23,125.44
SK1,2024-01-08,190.46
SK1,2024-01-11,77.35
SK1,2024-01-15,86.01
SK1,2024-01-15,176.39
SK1,2024-01-19,72.45
SK1,2024-01-02,191.52
SK1,2024-01-05,132.84
SK1,2024-01-01,59.15
SK1,2024-01-12,143.07
SK1,2024-01-23,76.35
SK1,2024-01-23,43.78
SK1,2024-01-21,79.66
SK1,2024-01-23,112.77
SK1,2024-01-10,42.84
SK1,2024-01-26,175.3
SK1,2024-01-05,153.83
SK1,2024-01-28,99.14
SK1,2024-01-21,60.84
SK1,2024-01-28,56.86
SK1,2024-01-10,41.35
SK1,2024-01-01,68.56
SK1,2024-01-24,129.6
SK1,2024-01-28,249.05
SK1,2024-01-13,121.86
SK1,2024-01-29,46.75
SK1,2024-01-12,162.74
SK1,2024-01-19,213.89
SK1,2024-01-11,133.22
SK1,2024-01-13,217.03
SK1,2024-01-16,163.85
SK1,2024-01-28,133.68
SK1,2024-01-06,123.58
SK1,2024-01-13,8.49
SK1,2024-01-03,88.88
SK1,2024-01-10,55.58
SK1,2024-01-05,73.19
SK1,2024-01-25,183.55
SK1,2024-01-04,164.25
SK1,2024-01-12,127.2
SK1,2024-01-19,228.61
SK1,2024-01-30,7.99
SK1,2024-01-24,212.21
SK1,2024-01-26,197.98
SK1,2024-01-29,60.95
SK1,2024-01-07,94.07
SK1,2024-01-02,102.63
SK1,2024-01-04,238.25
SK1,2024-01-17,21.46
SK1,2024-01-18,240.61
SK1,2024-01-28,186.61
SK1,2024-01-28,24.46
SK1,2024-01-26,18.71
SK1,2024-01-19,133.12
SK1,2024-01-08,67.74
SK1,2024-01-24,49.76
SK1,2024-01-30,164.45
SK1,2024-01-08,60.94
SK1,2024-01-23,116.74
SK1,2024-01-02,244.95
SK1,2024-01-09,140.23
SK1,2024-01-03,187.06
SK1,2024-01-24,208.52
SK1,2024-01-03,227.0
SK1,2024-01-05,133.03
SK1,2024-01-02,55.89
SK1,2024-01-08,148.49
SK1,2024-01-19,121.93
SK1,2024-01-04,136.55
SK1,2024-01-26,17.52
SK1,2024-01-26,160.31
SK1,2024-01-07,122.18
SK1,2024-01-15,25.43
SK1,2024-01-07,29.47
SK1,2024-01-19,57.67
SK1,2024-01-16,78.49
SK1,2024-01-01,147.52
SK1,2024-01-28,226.72
SK1,2024-01-24,222.2
SK1,2024-01-25,162.44
SK1,2024-01-19,202.41
SK1,2024-01-20,190.11
SK1,2024-01-01,66.68
SK1,2024-01-14,152.33
SK1,2024-01-16,159.63
SK1,2024-01-11,129.29
SK1,2024-01-17,74.52
SK1,2024-01-21,78.41
SK1,2024-01-28,135.39
SK1,2024-01-11,72.45
SK1,2024-01-18,128.25
SK1,2024-01-21,112.81
SK1,2024-01-25,236.7
SK1,2024-01-16,6.6
SK1,2024-01-29,243.72
SK1,2024-01-16,126.47
SK1,2024-01-06,21.06
SK1,2024-01-14,169.88
SK1,2024-01-04,231.7
SK1,2024-01-15,88.9
SK1,2024-01-22,136.95
SK1,2024-01-06,52.43
SK1,2024-01-04,191.9
SK1,2024-01-07,80.26
SK1,2024-01-10,83.4
SK1,2024-01-17,120.61
SK1,2024-01-22,78.52
SK1,2024-01-20,56.52
SK1,2024-01-22,42.88
SK1,2024-01-06,52.02
SK1,2024-01-13,197.52
SK1,2024-01-28,43.7
SK1,2024-01-22,43.5
SK1,2024-01-17,245.38
SK1,2024-01-21,150.83
SK1,2024-01-14,196.04
SK1,2024-01-09,61.04
SK1,2024-01-09,120.64
SK1,2024-01-28,209.44
SK1,2024-01-12,40.52
SK1,2024-01-11,183.04
SK1,2024-01-27,187.58
SK1,2024-01-15,80.46
SK1,2024-01-19,101.42
SK1,2024-01-14,6.39
SK1,2024-01-13,18.55
SK1,2024-01-14,91.63
SK1,2024-01-26,39.28
SK1,2024-01-15,192.93
SK1,2024-01-01,205.54
SK1,2024-01-07,56.11
SK1,2024-01-23,67.7
SK1,2024-01-27,96.5
SK1,2024-01-11,109.74
SK1,2024-01-13,84.79
SK1,2024-01-18,186.06
SK1,2024-01-26,57.67
SK1,2024-01-17,112.83
SK1,2024-01-09,31.17
SK1,2024-01-08,44.3
SK1,2024-01-24,122.52
SK1,2024-01-24,150.27
SK1,2024-01-02,196.4
SK1,2024-01-13,173.51
SK1,2024-01-30,178.09
SK1,2024-01-08,73.63
SK1,2024-01-20,148.6
SK1,2024-01-02,29.85
SK1,2024-01-21,88.96
SK1,2024-01-18,95.51
SK1,2024-01-30,74.64
SK1,2024-01-16,37.9
SK1,2024-01-24,23.13
SK1,2024-01-25,184.45
SK1,2024-01-27,42.18
SK1,2024-01-05,149.5
SK1,2024-01-19,54.0
SK1,2024-01-03,112.37
SK1,2024-01-11,145.32
SK1,2024-01-25,166.87
SK1,2024-01-18,135.1
SK1,2024-01-10,173.94
SK1,2024-01-05,194.16
SK1,2024-01-03,218.33
SK1,2024-01-23,179.29
SK1,2024-01-11,239.51
SK1,2024-01-12,226.75
SK1,2024-01-15,188.08
SK1,2024-01-07,50.11
SK1,2024-01-15,60.78
SK1,2024-01-12,86.59
SK1,2024-01-22,243.0
SK1,2024-01-09,67.56
SK1,2024-01-24,233.51
SK1,2024-01-05,34.2
SK1,2024-01-14,109.7
SK1,2024-01-26,124.16
SK1,2024-01-02,208.76
SK1,2024-01-02,228.68
SK1,2024-01-17,96.5
SK1,2024-01-19,112.12
SK1,2024-01-02,240.15
SK1,2024-01-28,200.58
SK1,2024-01-26,137.01
SK1,2024-01-10,145.83
SK1,2024-01-21,21.44
SK1,2024-01-03,143.5
SK1,2024-01-18,196.24
SK1,2024-01-18,43.76
SK1,2024-01-17,212.34
SK1,2024-01-03,145.61
SK1,2024-01-15,154.46
SK1,2024-01-07,189.22
SK1,2024-01-25,172.57
SK1,2024-01-27,72.83
SK1,2024-01-15,222.89
SK1,2024-01-24,42.29
SK1,2024-01-11,22.89
SK1,2024-01-21,145.93
SK1,2024-01-15,134.29
SK1,2024-01-23,186.17
SK1,2024-01-14,222.9
SK1,2024-01-13,145.81
SK1,2024-01-01,157.8
SK1,2024-01-13,9.62
SK1,2024-01-08,83.98
SK1,2024-01-05,68.42
SK1,2024-01-08,148.17
SK1,2024-01-25,85.02
SK1,2024-01-15,165.14
SK1,2024-01-07,193.63
SK1,2024-01-19,231.71
SK1,2024-01-29,220.68
SK1,2024-01-28,146.33
SK1,2024-01-07,194.38
SK1,2024-01-07,80.58
SK1,2024-01-04,11.43
SK1,2024-01-20,236.4
SK1,2024-01-02,195.97
SK1,2024-01-18,90.39
SK1,2024-01-03,85.23
SK1,2024-01-11,232.47
SK1,2024-01-22,56.16
SK1,2024-01-10,45.01
SK1,2024-01-09,62.08
SK1,2024-01-30,58.22
SK1,2024-01-12,11.69
SK1,2024-01-29,225.23
SK1,2024-01-15,35.16
SK1,2024-01-13,11.23
SK1,2024-01-28,187.27
SK1,2024-01-24,56.1
SK1,2024-01-02,114.47
SK1,2024-01-13,53.67
SK1,2024-01-25,98.22
SK1,2024-01-27,35.54
SK1,2024-01-06,129.14
SK1,2024-01-19,182.51
SK1,2024-01-04,44.91
SK1,2024-01-07,34.49
SK1,2024-01-16,186.46
SK1,2024-01-12,188.67
SK1,2024-01-11,106.71
SK1,2024-01-07,246.36
SK1,2024-01-26,129.19
SK1,2024-01-16,67.54
SK1,2024-01-04,236.5
SK1,2024-01-01,6.78
SK1,2024-01-26,107.9
SK1,2024-01-28,29.52
SK1,2024-01-12,236.7
SK1,2024-01-27,21.0
SK1,2024-01-28,164.74
SK1,2024-01-08,249.93
SK1,2024-01-03,164.36
SK1,2024-01-26,100.47
SK1,2024-01-16,8.88
SK1,2024-01-09,183.76
SK1,2024-01-29,84.2
SK1,2024-01-05,212.62
SK1,2024-01-06,143.32
SK1,2024-01-05,132.06
SK1,2024-01-05,175.29
SK1,2024-01-25,14.55
SK1,2024-01-20,201.58
SK1,2024-01-28,186.26
SK1,2024-01-10,96.07
SK1,2024-01-14,206.7
SK1,2024-01-14,47.24
SK1,2024-01-30,132.06
SK1,2024-01-05,186.78
SK1,2024-01-26,168.82
SK1,2024-01-12,220.37
SK1,2024-01-04,197.71
SK1,2024-01-01,126.9
SK1,2024-01-10,103.9
SK1,2024-01-12,227.7
SK1,2024-01-09,157.37
SK1,2024-01-01,196.9
SK1,2024-01-11,11.98
SK1,2024-01-16,13.38
SK1,2024-01-28,40.36
SK1,2024-01-14,16.39
SK1,2024-01-13,191.81
SK1,2024-01-24,133.68
SK1,2024-01-06,29.53
SK1,2024-01-12,224.81
SK1,2024-01-03,107.87
SK1,2024-01-03,32.54
SK1,2024-01-16,118.79
SK1,2024-01-14,214.75
SK1,2024-01-18,112.9
SK1,2024-01-28,152.8
SK1,2024-01-21,5.18
SK1,2024-01-16,120.02
SK1,2024-01-29,67.93
SK1,2024-01-11,165.81
SK1,2024-01-12,239.44
SK1,2024-01-22,180.5
SK1,2024-01-16,125.74
SK1,2024-01-27,213.73
SK1,2024-01-07,35.83
SK1,2024-01-17,36.8
SK1,2024-01-05,60.26
SK1,2024-01-03,187.08
SK1,2024-01-23,103.94
SK1,2024-01-29,155.68
SK1,2024-01-08,60.42
SK1,2024-01-06,183.86
SK1,2024-01-10,85.51
SK1,2024-01-15,168.75
SK1,2024-01-17,131.64
SK1,2024-01-29,70.35
SK1,2024-01-29,37.27
SK1,2024-01-14,96.82
SK1,2024-01-05,146.95
SK1,2024-01-30,213.43
SK1,2024-01-24,226.97
SK1,2024-01-13,159.81
SK1,2024-01-26,53.48
SK1,2024-01-06,8.51
SK1,2024-01-21,13.36
SK1,2024-01-26,63.27
SK1,2024-01-13,84.02
SK1,2024-01-19,122.79
SK1,2024-01-28,89.26
SK1,2024-01-21,218.03
SK1,2024-01-19,104.39
SK1,2024-01-07,116.03
SK1,2024-01-09,138.74
SK1,2024-01-04,187.52
SK1,2024-01-21,193.29
SK1,2024-01-30,87.65
SK1,2024-01-29,50.65
SK1,2024-01-11,202.71
SK1,2024-01-16,194.14
SK1,2024-01-15,167.5
SK1,2024-01-22,214.77
SK1,2024-01-25,132.17
SK1,2024-01-03,196.58
SK1,2024-01-14,162.36
SK1,2024-01-18,35.93
SK1,2024-01-08,243.9
SK1,2024-01-27,32.23
SK1,2024-01-18,179.61
SK1,2024-01-05,218.96
SK1,2024-01-10,115.88
SK1,2024-01-18,246.16
SK1,2024-01-03,241.74
SK1,2024-01-17,49.74
SK1,2024-01-27,235.61
SK1,2024-01-17,52.75
SK1,2024-01-27,171.74
SK1,2024-01-25,9.1
SK1,2024-01-24,187.43
SK1,2024-01-17,152.23
SK1,2024-01-05,142.91
SK1,2024-01-17,133.64
SK1,2024-01-26,135.62
SK1,2024-01-18,61.45
SK1,2024-01-17,45.85
SK1,2024-01-06,29.53
SK1,2024-01-06,160.55
SK1,2024-01-28,156.46
SK1,2024-01-27,233.01
SK1,2024-01-23,42.25
SK1,2024-01-20,108.88
SK1,2024-01-07,73.21
SK1,2024-01-13,77.64
SK1,2024-01-29,132.83
SK1,2024-01-14,223.97
SK1,2024-01-15,83.87
SK1,2024-01-24,234.85
SK1,2024-01-01,23.34
SK1,2024-01-23,141.16
SK1,2024-01-10,56.14
SK1,2024-01-24,155.21
SK1,2024-01-03,19.51
SK1,2024-01-14,39.37
SK1,2024-01-16,206.5
SK1,2024-01-25,243.16
SK1,2024-01-08,100.85
SK1,2024-01-06,163.29
SK1,2024-01-13,149.9
SK1,2024-01-08,209.41
SK1,2024-01-03,60.44
SK1,2024-01-09,39.41
SK1,2024-01-13,35.25
SK1,2024-01-24,148.55
SK1,2024-01-22,42.2
SK1,2024-01-15,39.89
SK1,2024-01-09,191.34
SK1,2024-01-01,161.01
SK1,2024-01-17,81.23
SK1,2024-01-04,194.06
SK1,2024-01-20,120.42
SK1,2024-01-22,112.38
SK1,2024-01-27,35.59
SK1,2024-01-24,154.46
SK1,2024-01-05,22.25
SK1,2024-01-25,228.07
SK1,2024-01-11,219.43
SK1,2024-01-02,98.47
SK1,2024-01-29,67.59
SK1,2024-01-21,119.3
SK1,2024-01-19,46.27
SK1,2024-01-23,174.4
SK1,2024-01-26,124.39
SK1,2024-01-10,60.04
SK1,2024-01-04,26.7
SK1,2024-01-24,152.81
SK1,2024-01-20,216.95
SK1,2024-01-08,217.99
SK1,2024-01-22,126.16
SK1,2024-01-23,240.99
SK1,2024-01-14,18.88
SK1,2024-01-04,216.97
SK1,2024-01-09,211.37
SK1,2024-01-24,72.59
SK1,2024-01-09,161.87
SK1,2024-01-11,107.81
SK1,2024-01-27,66.56
SK1,2024-01-12,25.36
SK1,2024-01-04,179.71
SK1,2024-01-16,64.47
SK1,2024-01-16,59.24
SK1,2024-01-14,168.08
SK1,2024-01-04,249.34
SK1,2024-01-27,178.59
SK1,2024-01-18,153.63
SK1,2024-01-19,97.08
SK1,2024-01-17,218.25
SK1,2024-01-22,98.73
SK1,2024-01-20,31.41
SK1,2024-01-27,199.43
SK1,2024-01-04,146.03
SK1,2024-01-04,241.85
SK1,2024-01-08,93.37
SK1,2024-01-22,178.78
SK1,2024-01-20,108.35
SK1,2024-01-13,180.98
SK1,2024-01-02,90.09
SK1,2024-01-26,112.86
SK1,2024-01-15,145.47
SK1,2024-01-17,14.13
SK1,2024-01-13,204.22
SK1,2024-01-21,187.37
SK1,2024-01-14,168.92
SK1,2024-01-01,57.93
SK1,2024-01-06,10.92
SK1,2024-01-11,29.21
SK1,2024-01-30,105.98
SK1,2024-01-01,183.62
SK1,2024-01-28,223.28
SK1,2024-01-12,205.5
SK1,2024-01-12,91.33
SK1,2024-01-08,72.77
SK1,2024-01-26,16.71
SK1,2024-01-15,176.28
SK1,2024-01-21,69.48
SK1,2024-01-26,44.35
SK1,2024-01-18,193.85
SK1,2024-01-18,163.83
SK1,2024-01-24,103.32
SK1,2024-01-12,196.34
SK1,2024-01-06,211.96
SK1,2024-01-28,26.77
SK1,2024-01-12,156.02
SK1,2024-01-24,202.26
SK1,2024-01-08,82.55
SK1,2024-01-10,29.82
SK1,2024-01-24,27.16
SK1,2024-01-13,81.67
SK1,2024-01-16,161.67
SK1,2024-01-25,98.76
SK1,2024-01-09,214.71
SK1,2024-01-16,90.9
SK1,2024-01-26,112.25
SK1,2024-01-12,189.92
SK1,2024-01-06,84.08
SK1,2024-01-04,51.5
SK1,2024-01-10,227.66
SK1,2024-01-23,162.37
SK1,2024-01-10,190.41
SK1,2024-01-18,48.59
SK1,2024-01-20,175.43
SK1,2024-01-07,27.87
SK1,2024-01-23,151.5
SK1,2024-01-29,167.48
SK1,2024-01-28,69.53
SK1,2024-01-23,88.34
SK1,2024-01-12,102.21
SK1,2024-01-30,99.38
SK1,2024-01-28,239.24
SK1,2024-01-27,219.73
SK1,2024-01-26,77.01
SK1,2024-01-19,242.83
SK1,2024-01-11,249.86
SK1,2024-01-15,207.4
SK1,2024-01-08,139.26
SK1,2024-01-22,248.21
SK1,2024-01-01,126.15
SK1,2024-01-27,175.29
SK1,2024-01-08,65.11
SK1,2024-01-08,112.89
SK1,2024-01-26,57.91
SK1,2024-01-01,77.71
SK1,2024-01-01,215.1
SK1,2024-01-16,210.29
SK1,2024-01-14,141.3
SK1,2024-01-19,52.1
SK1,2024-01-06,212.74
SK1,2024-01-19,102.91
SK1,2024-01-19,222.71
SK1,2024-01-13,187.96
SK1,2024-01-23,200.22
SK1,2024-01-12,201.84
SK1,2024-01-09,110.67
SK1,2024-01-12,225.51
SK1,2024-01-30,62.5
SK1,2024-01-18,92.48
SK1,2024-01-23,37.95
SK1,2024-01-28,207.72
SK1,2024-01-23,65.49
SK1,2024-01-18,146.84
SK1,2024-01-04,245.35
SK1,2024-01-26,246.45
SK1,2024-01-23,121.56
SK1,2024-01-11,30.68
SK1,2024-01-27,153.0
SK1,2024-01-24,90.34
SK1,2024-01-23,163.02
SK1,2024-01-18,206.16
SK1,2024-01-08,119.0
SK1,2024-01-19,209.97
SK1,2024-01-15,156.61
SK1,2024-01-16,149.81
SK1,2024-01-03,238.53
SK1,2024-01-06,10.42
SK1,2024-01-15,141.95
SK1,2024-01-02,224.48
SK1,2024-01-16,217.56
SK1,2024-01-05,20.63
SK1,2024-01-12,21.03
SK1,2024-01-24,72.64
SK1,2024-01-09,237.1
SK1,2024-01-24,11.76
SK1,2024-01-20,125.25
SK1,2024-01-23,192.27
SK1,2024-01-05,246.62
SK1,2024-01-07,167.14
SK1,2024-01-10,136.91
SK1,2024-01-22,79.64
SK1,2024-01-08,144.62
SK1,2024-01-29,129.45
SK1,2024-01-14,40.34
SK1,2024-01-18,245.14
SK1,2024-01-19,82.04
SK1,2024-01-01,242.87
SK1,2024-01-02,179.47
SK1,2024-01-12,148.92
SK1,2024-01-25,244.45
SK1,2024-01-20,20.59
SK1,2024-01-14,183.94
SK1,2024-01-24,52.68
SK1,2024-01-20,194.56
SK1,2024-01-06,209.76
SK1,2024-01-01,164.1
SK1,2024-01-16,183.52
SK1,2024-01-11,26.83
SK1,2024-01-13,145.63
SK1,2024-01-22,99.93
SK1,2024-01-14,98.42
SK1,2024-01-16,38.93
SK1,2024-01-11,49.83
SK1,2024-01-10,92.01
SK1,2024-01-23,110.44
SK1,2024-01-09,127.42
SK1,2024-01-06,68.82
SK1,2024-01-07,60.53
SK1,2024-01-21,160.09
SK1,2024-01-11,115.67
SK1,2024-01-04,133.35
SK1,2024-01-01,220.43
SK1,2024-01-02,245.59
SK1,2024-01-02,172.26
SK1,2024-01-04,46.29
SK1,2024-01-17,8.08
SK1,2024-01-11,99.26
SK1,2024-01-01,201.01
SK1,2024-01-19,143.02
SK1,2024-01-28,22.0
SK1,2024-01-06,51.18
SK1,2024-01-20,127.06
SK1,2024-01-18,58.5
SK1,2024-01-12,28.76
SK1,2024-01-22,228.59
SK1,2024-01-20,96.67
SK1,2024-01-06,223.4
SK1,2024-01-23,212.26
SK1,2024-01-25,48.49
SK1,2024-01-05,204.52
SK1,2024-01-15,12.43
SK1,2024-01-02,234.15
SK1,2024-01-29,239.72
SK1,2024-01-04,202.77
SK1,2024-01-10,234.08
SK1,2024-01-04,90.52
SK1,2024-01-06,149.58
SK1,2024-01-06,225.56
SK1,2024-01-16,52.32
SK1,2024-01-05,249.35
SK1,2024-01-30,87.66
SK1,2024-01-15,232.51
SK1,2024-01-18,208.78
SK1,2024-01-26,114.74
SK1,2024-01-04,168.83
SK1,2024-01-03,87.89
SK1,2024-01-12,39.64
